Source Table,Source Column,Transformation / Mapping Rules,Field,Array Field
contact_telecom_value
contact_telecom_type
contact_purpose
contact_purpose_system
contact_purpose_display
available_all_day
available_days_of_week
available_start_time
available_end_time
intermediary_ind
intermediary_id
intermediary_type
intermediary_contact_value
intermediary_contact_type
"
,,"lit(""Facebook"")",social_profile_social_profile_type,
"avesis_provider_medstardc_medicaid_vision,avesis_provider_medstardc_medicaid_dental, avesis_provider_medstar_medicaid_vision
",facebook,,social_profile_profile_url,
provider_drname,,"sort_array(
            concat(
            collect_list(
                struct(
                    lit(None).alias(""reference_id""),            
                    lit(""Facebook"").alias(""type""),
                    col(""drname_df__facebook"").alias(""url""),
                    lit(None).alias(""active_profile"")
                )
            ),
            collect_list(
                struct(
                    lit(None).alias(""reference_id""),            
                    lit(""Twitter"").alias(""type""),
                    col(""drname_df__twitter"").alias(""url""),
                    lit(None).alias(""active_profile"")
                )
            )
        ))
",other_social_profiles,"reference_id
type
url
active_profile
source
"
provider_drname,gender,,base_demographic_gender,
provider_stfstatu,pcp_spec,"if len(pcp_ind_array) == 1:
        pcp_ind_code = pcp_ind_array[0]
        if pcp_ind_code == ""P"":
            pcp_ind= True
        elif pcp_ind_code == ""S"":
            pcp_ind= False
        elif pcp_ind_code == ""B"":
            pcp_ind= True
        else:
            service_provider_role = None
    elif len(pcp_ind_array) > 1:
        pcp_ind = True

Note: 
pcp_ind_arry:  list of provider_stfstatu.pcp_spec",pcp_ind,
provider_stfstatu,pcp_spec,"if len(pcp_ind_array) == 1:
        pcp_ind_code = pcp_ind_array[0]
        if pcp_ind_code == ""P"":
            service_provider_role = ""PCP""
        elif pcp_ind_code == ""S"":
            service_provider_role = ""Specialist""
        elif pcp_ind_code == ""B"":
            service_provider_role = ""Both PCP and Specialist""
        else:
            service_provider_role = None
    elif len(pcp_ind_array) > 1:
        service_provider_role = ""Both PCP and Specialist""

Note: 
pcp_ind_arry:  list of provider_stfstatu.pcp_spec",service_provider_role,
provider_u3_tab,txt,"sort_array(
        collect_set(
            when(col(""u3_tab_df__txt"") == 'Accepting New Patients', lit('Accepting New Patients'))
                .when(col(""u3_tab_df__txt"") == 'Not Accepting New Patients', lit('Not Accepting New Patients'))
            .otherwise(lit(None))
            ), asc = False)",accept_new_patient,
provider_u3_tab,txt,"sort_array(
        collect_set(
            when(col(""u3_tab_df__txt"") == 'Accepting New Patients', lit(None))
                .when(col(""u3_tab_df__txt"") == 'Not Accepting New Patients', lit(None))
            .otherwise(col(""u3_tab_df__txt""))            
            ), asc = False
    )",accept_new_patient_from_network,
provider_drname,gender,,base_demographic_gender,
,,,base_demographic_sex,
provider_drname,ud12,,base_demographic_race,
,,,base_demographic_religion,
provider_drname,ethnic,,base_demographic_ethnicity,
provider_drname,marital,,base_demographic_marital_status,
provider_drname,citisen,,base_demographic_nationality,
,,,base_demographic_mothers_maiden_name,
"provider_drname
",citisen,"col(""drname_df__citisen"").alias(""base_demographic_citizenship""",base_demographic_citizenship,
provider_drname,ss_no,,national_id,
provider_drname,nationalid,,npi,
,,,dea_id,
provider_address2,substring_tax_id,,tin,
,,,practice_type,
,," lit(""True"")",active,
provider_drname,birthdate,,birth_date_of_birth,
provider_drname,birthdate,year(birthdate),birth_year_of_birth,
provider_drname,birthplace,,birth_birthplace,
,,,deceased_deceased_ind,
,,,deceased_deceased_date,
provider_drname,lan_cd,,language_language_code,
"provider_dr_lan,
provider_lan_tab",,"sort_array(
        collect_list(
            struct(
                lit(None).alias(""reference_id""),
                col(""dr_lan_df__lan_cd"").alias(""language_code""),
                col(""lan_tab_df__txt"").alias(""language_code_display""),
                lit(None).alias(""language_text""),
                col(""dr_lan_df__seq"").alias(""language_proficiency""),
            )
        ), asc=True
    )
",other_languages,"reference_id
language_code
language_code_display
language_text
language_proficiency
usage
usage_source
source
"
,,,privacy_preferences,"reference_id
opt_out
allowed_to_contact
contact_party
email_opt_out
mail_opt_out
phone_opt_out
text_message_opt_out
"
"provider_credent
provider_statelic
provider_lic_arr
provider_taxonomy
provider_stfstatu
provider_dr_spec
provider_drname",,"status_udf22_qualifications
 sort_array(
            collect_set(
                struct(
                    lit(None).alias(""reference_id""),                   
                    lit(None).alias(""board_id""),
                    lit(None).alias(""certificate_id""),
                    lit(""Flouride Varnish"").alias(""description""), 
                    lit(None).alias(""issue_date""),
                    lit(None).alias(""exp_date""), 
                    lit(None).alias(""issuer""),
                    lit(None).alias(""issuer_display""),                   
                    lit(None).alias(""jurisdiction""),
                    lit(None).alias(""license_category""),
                    lit(None).alias(""license_number""), 
                    lit(None).alias(""qualification_code""),
                    lit(""udf22"").alias(""qualification_code_display""), 
                    lit(None).alias(""qualification_code_system""),
                    col(""drname_df__npdb"").alias(""qualification_number""), 
                    col(""drname_df__npdbdesc"").alias(""qualification_type""),
                    lit(None).alias(""renew_date""), 
                    lit(None).alias(""setting_type""),
                    col(""stfstatu_df__udf22"").alias(""status""),
                    col(""taxonomy_df__cd"").alias(""taxonomy"")
                    )
                ), asc = False
            )

status_udf21_qualifications
sort_array(
                collect_set(
                    struct(
                        lit(None).alias(""reference_id""),                   
                        lit(None).alias(""board_id""),
                        lit(None).alias(""certificate_id""),                        
                        lit(""DC Health Check"").alias(""description""), 
                        lit(None).alias(""issue_date""),
                        lit(None).alias(""exp_date""), 
                        lit(None).alias(""issuer""),
                        lit(None).alias(""issuer_display""),                   
                        lit(None).alias(""jurisdiction""),
                        lit(None).alias(""license_category""),
                        lit(None).alias(""license_number""), 
                        lit(None).alias(""qualification_code""),
                        lit(""udf21"").alias(""qualification_code_display""), 
                        lit(None).alias(""qualification_code_system""),
                        col(""drname_df__npdb"").alias(""qualification_number""), 
                        col(""drname_df__npdbdesc"").alias(""qualification_type""),
                        lit(None).alias(""renew_date""), 
                        lit(None).alias(""setting_type""),
                        col(""stfstatu_df__udf21"").alias(""status""),
                        col(""taxonomy_df__cd"").alias(""taxonomy"")
                        )
                    ), asc = False
                )

status_udf1_qualifications
 sort_array(
                collect_set(
                    struct(
                        lit(None).alias(""reference_id""),                   
                        lit(None).alias(""board_id""),
                        lit(None).alias(""certificate_id""),
                        lit(""EPDST"").alias(""description""), 
                        lit(None).alias(""issue_date""),
                        lit(None).alias(""exp_date""), 
                        lit(None).alias(""issuer""),
                        lit(None).alias(""issuer_display""),                   
                        lit(None).alias(""jurisdiction""),
                        lit(None).alias(""license_category""),
                        lit(None).alias(""license_number""), 
                        lit(None).alias(""qualification_code""),
                        lit(""udf1"").alias(""qualification_code_display""), 
                        lit(None).alias(""qualification_code_system""),
                        col(""drname_df__npdb"").alias(""qualification_number""), 
                        col(""drname_df__npdbdesc"").alias(""qualification_type""),
                        lit(None).alias(""renew_date""), 
                        lit(None).alias(""setting_type""),
                        col(""stfstatu_df__udf1"").alias(""status""),
                        col(""taxonomy_df__cd"").alias(""taxonomy"")
                        )
                    ), asc = False
                )

dr_spec_tab_join_qualifications
sort_array(
        collect_set(
            struct(
                lit(None).alias(""reference_id""),                   
                lit(None).alias(""board_id""),
                lit(None).alias(""certificate_id""),
                lit(""Board Certified"").alias(""description""), 
                col(""dr_spec_df__year_cert"").cast(StringType()).alias(""issue_date""),
                lit(None).alias(""exp_date""), 
                lit(None).alias(""issuer""),
                lit(None).alias(""issuer_display""),                   
                lit(None).alias(""jurisdiction""),
                lit(None).alias(""license_category""),
                lit(None).alias(""license_number""), 
                lit(None).alias(""qualification_code""),
                lit(None).alias(""qualification_code_display""), 
                lit(None).alias(""qualification_code_system""),
                col(""drname_df__npdb"").alias(""qualification_number""), 
                col(""drname_df__npdbdesc"").alias(""qualification_type""),
                col(""dr_spec_df__year_recert"").cast(StringType()).alias(""renew_date""), 
                lit(None).alias(""setting_type""),
                col(""dr_spec_df__bd_cert"").cast(StringType()).alias(""status""),
                col(""taxonomy_df__cd"").alias(""taxonomy"")
                )
            ), asc = False
        )

credent_lic_arr_statelic_qualifications
sort_array(
        collect_set(
            struct(
                lit(None).alias(""reference_id""),                   
                lit(None).alias(""board_id""),
                lit(None).alias(""certificate_id""),
                col(""credent_df__title"").alias(""description""), 
                col(""credent_df__issue_dt"").alias(""issue_date""),
                col(""credent_df__lic_date"").alias(""exp_date""), 
                col(""statelic_df__txt"").alias(""issuer""),
                col(""statelic_df__cd"").alias(""issuer_display""),                   
                lit(None).alias(""jurisdiction""),
                col(""lic_arr_df__cd"").alias(""license_category""),
                col(""credent_df__lic_num"").alias(""license_number""), 
                lit(None).alias(""qualification_code""),
                lit(None).alias(""qualification_code_display""), 
                col(""lic_arr_df__txt"").alias(""qualification_code_system""),
                col(""drname_df__npdb"").alias(""qualification_number""), 
                col(""drname_df__npdbdesc"").alias(""qualification_type""),
                lit(None).alias(""renew_date""), 
                lit(None).alias(""setting_type""),
                col(""credent_df__status"").alias(""status""),
                col(""taxonomy_df__cd"").alias(""taxonomy"")
                )
            ), asc = False
        )

drname_ud8_qualifications
sort_array(
        collect_set(
            struct(
                lit(None).alias(""reference_id""),                   
                lit(None).alias(""board_id""),
                lit(None).alias(""certificate_id""),
                lit(""Cultural Competency Training"").alias(""description""), 
                lit(None).alias(""issue_date""),
                lit(None).alias(""exp_date""), 
                lit(None).alias(""issuer""),
                lit(None).alias(""issuer_display""),                   
                lit(None).alias(""jurisdiction""),
                lit(None).alias(""license_category""),
                lit(None).alias(""license_number""), 
                lit(None).alias(""qualification_code""),
                lit(""ud8"").alias(""qualification_code_display""), 
                lit(None).alias(""qualification_code_system""),
                col(""drname_df__npdb"").alias(""qualification_number""), 
                col(""drname_df__npdbdesc"").alias(""qualification_type""),
                lit(None).alias(""renew_date""), 
                lit(None).alias(""setting_type""),
                col(""drname_df__ud8"").alias(""status""),
                col(""taxonomy_df__cd"").alias(""taxonomy"")
                )
            ), asc = False
        )
",qualifications,"reference_id
board_id
certificate_id
description
issue_date
exp_date
issuer
issuer_display
jurisdiction
license_category
license_number
qualification_code
qualification_code_display
qualification_code_system
qualification_number
qualification_type
renew_date
setting_type
status
taxonomy
"
,,,credentialing_practice_type,
,,,credentialing_practice_status,
,,,credentialing_provider_status,
,,,credentialing_provider_type,
"provider_educate,
provider_educate_arr,
provider_school",,"sort_array(
        collect_set(
            struct(
                lit(None).alias(""reference_id""),                   
                lit(None).alias(""cumulative_years_of_training""),
                col(""educate_df__degree"").alias(""degree""),
                col(""educ_arr_df__txt"").alias(""education_type""), 
                year(col(""educate_df__tdate"")).alias(""end_year""),
                col(""school_df__subname"").alias(""department""),
                lit(None).alias(""gpa""), 
                lit(None).alias(""active""),
                lit(None).alias(""graduated_ind""),                   
                col(""school_df__txt"").alias(""school_name""),
                year(col(""educate_df__fdate"")).alias(""start_year""),
                lit(None).alias(""year_of_graduation""), 
                lit(None).alias(""years_in_program"")
                )
            ), asc = False
        )

",education,"reference_id
cumulative_years_of_training
degree
education_type
end_year
field_of_study
department
gpa
active
graduated_ind
school_name
start_year
year_of_graduation
years_in_program
"
,,,reviews,"reference_id
review_action
date_and_time_of_review
date_and_time_of_review_end
description
restriction_end_date
restriction_start_date
review_received_date
review_restriction_type
review_type
"
,,,provider_participating_code,
provider_dr_plan1,,"struct(
                md5(
                    concat(
                        coalesce(col(""dr_plan1_df__plan_cd""), lit("""")),
                        coalesce(col(""dr_plan1_df__vstart"").cast(""string""), lit("""")),
                        coalesce(col(""dr_plan1_df__eend"").cast(""string""), lit(""""))
                    )).alias(""reference_id""),           
                col(""dr_plan1_df__plan_cd"").alias(""plan_id""),
                col(""ins_plan_df__txt"").alias(""name""),            
                col(""ins_plan_df__subname"").alias(""type""),
                col(""dr_plan1_df__l_par_code"").alias(""parent_payer_network""),            
                col(""dr_plan1_df__vstart"").alias(""eff_date""),
                col(""dr_plan1_df__eend"").alias(""exp_date""),
                lit(None).alias(""participation_code""), 
                lit(None).alias(""payer_network_name"")
                )
            ), asc = False

        )
",networks,"reference_id
id
plan_id
name
type
parent_payer_network
eff_date
exp_date
participation_code
payer_network_name
"
,,,network_tiers,"reference_id
network_id
id
type
level
eff_date
exp_date
"
,,,fee_variation_value,
provider_spec_tab,,"    sort_array(
        collect_set(
            struct(
                lit(None).alias(""reference_id""),                   
                lit(None).alias(""id""),
                lit(None).alias(""type""),
                lit(None).alias(""type_desc""), 
                col(""spec_tab_df__cd"").alias(""code_value""),
                col(""spec_tab_df__txt"").alias(""specialty_description""), 
                lit(None).alias(""vendor_name""),
                col(""dr_spec_df__primspec"").alias(""primary_ind"")
                )
            ), asc = False",specialty,"reference_id
id
type
type_desc
code_value
specialty_description
vendor_name
primary_ind
"
,,,eft,"reference_id
eff_date
exp_date
account_number
aba_routing_number
account_type
account_version"
,,,provider_endpoint,
provider_addr_arr,"txt,cd"," sort_array(
            collect_set(
                struct(
                    col(""address_reference_id"").alias(""reference_id""),
                    col(""addr_arr_df__txt"").alias(""id_type""),
                    col(""addr_arr_df__cd"").alias(""id_value""),
                    lit(None).alias(""id_concept""),
                    lit(None).alias(""id_status""),
                    lit(""cd"").alias(""input_field_name"")
                )
            ), asc = False
        )
",reference_ids,"reference_id
id_type
id_value
id_concept
id_status
input_field_name"
"provider_drname,
provider_stfstatu,
provider_dr_expert,
provider_ educ_tab,
provider_loc_tab ,
provider_plan1_u3ins 
",,"status_active_variable
sort_array(
        collect_list(
            struct(
                lit(None).alias(""reference_id""),
                lit(None).alias(""code_id""),
                lit(""Active123"").alias(""code_type""),
                col(""stfstatu_df__active123"").alias(""code_value""),
                col(""rec_arr_df__txt"").alias(""code_description"")
                )
            ), asc=False

status_udf1_variable
sort_array(
        collect_list(
        struct(
                lit(None).alias(""reference_id""),
                lit(""udf1"").alias(""code_id""),
                lit(""EPSDT"").alias(""code_type""),
                lit(""stfstatu_df__udf1"").alias(""code_value""),
                when(col(""stfstatu_df__udf1"")=='1',lit('MD Medicaid EPSDT Certified'))
                     .when(col(""stfstatu_df__udf1"")=='2',lit('DO NOT USE DC Medicaid EPSDT'))
                     .when(col(""stfstatu_df__udf1"")=='3',lit('DO NOT USE MD&DC Medicaid EPSDT'))
                     .when(col(""stfstatu_df__udf1"")=='NOC',lit('Not Certified'))
                     .when(col(""stfstatu_df__udf1"")=='CE',lit('Certification Ended'))
                     .when(col(""stfstatu_df__udf1"")=='NA',lit('N/A')).otherwise(lit('')).alias(""code_description"")
            )
            ), asc=False
        )

status_udf21_variable
   sort_array(
        collect_list(
        struct(
                lit(None).alias(""reference_id""),
                lit(""udf21"").alias(""code_id""),
                lit(""DC Healthcheck"").alias(""code_type""),
                lit(""stfstatu_df__udf21"").alias(""code_value""),
                when(col(""stfstatu_df__udf21"")=='1',lit('DC Healthcheck EPSDT Certified'))
                     .when(col(""stfstatu_df__udf21"")=='NOC',lit('Not Certified'))
                     .when(col(""stfstatu_df__udf21"")=='NA',lit('N/A')).otherwise(lit('')).alias(""code_description"")
            )
            ), asc=False
        )

status_udf22_variable
 sort_array(
        collect_list(
        struct(
                lit(None).alias(""reference_id""),
                lit(""udf22"").alias(""code_id""),
                lit(""Flouride Varnish"").alias(""code_type""),
                lit(""stfstatu_df__udf22"").alias(""code_value""),
                when(col(""stfstatu_df__udf22"")=='TNC',lit('Training Not Completed'))
                     .when(col(""stfstatu_df__udf22"")=='NOC',lit('Not Certified'))
                     .when(col(""stfstatu_df__udf22"")=='NA',lit('N/A')).otherwise(lit('')).alias(""code_description"")
            )
            ), asc=False
        )

sta_tab_variable
 sort_array(
        collect_list(
        struct(
                lit(None).alias(""reference_id""),
                lit(None).alias(""code_id""),
                lit(""Record Status"").alias(""code_type""),
                col(""sta_tab_df__cd"").alias(""code_value""),
                col(""sta_tab_df__txt"").alias(""code_description"")
            )
            ), asc=False
        )

drname_ethinic_variable
sort_array(
        collect_list(
        struct(
                lit(None).alias(""reference_id""),
                lit(None).alias(""code_id""),
                lit(""Ethinicity"").alias(""code_type""),
                col(""drname_df__ethnic"").alias(""code_value""),
                when(col(""drname_df__ethnic"")=='4',lit('Hispanic or Latino'))
                     .when(col(""drname_df__ethnic"")=='NHL',lit('Non-Hispanic or Non-Latino'))
                     .when(col(""drname_df__ethnic"")=='PNA',lit('Declined')).otherwise(lit('')).alias(""code_description"")
            )
            ), asc=False
        )

drname_race_variable
sort_array(
        collect_list(
        struct(
                lit(None).alias(""reference_id""),
                lit(None).alias(""code_id""),
                lit(""Race"").alias(""code_type""),
                col(""drname_df__ud12"").alias(""code_value""),
                when(col(""drname_df__ud12"")=='A',lit('Asian'))
                     .when(col(""drname_df__ud12"")=='AIA',lit('American Indian/Alaska Native'))
                     .when(col(""drname_df__ud12"")=='BAA',lit('Black/African American'))
                     .when(col(""drname_df__ud12"")=='HL',lit('Hispanic or Latino'))
                     .when(col(""drname_df__ud12"")=='NH',lit('Native Hawaiian/Other Pacific Islander'))
                     .when(col(""drname_df__ud12"")=='PNA',lit('Declined'))
                     .when(col(""drname_df__ud12"")=='U',lit('Some Other Race'))
                     .when(col(""drname_df__ud12"")=='WC',lit('White/Caucasian')).otherwise(lit('')).alias(""code_description"")
            )
            ), asc=False
        )

drname_fmg_variable
sort_array(
        collect_list(
        struct(
                lit(None).alias(""reference_id""),
                lit(None).alias(""code_id""),
                lit(""FMG"").alias(""code_type""),
                col(""drname_df__fmg"").cast(StringType()).alias(""code_value""),
                lit(""Qualification Type/Status"").alias(""code_description"")
            )
            ), asc=False
        )

drplan1_u3ins_variable
sort_array(
        collect_list(
            struct(
                md5(
                    concat(
                        coalesce(col(""dr_plan1_df__plan_cd""), lit("""")),
                        coalesce(col(""dr_plan1_df__vstart"").cast(""string""), lit("""")),
                        coalesce(col(""dr_plan1_df__eend"").cast(""string""), lit(""""))
                    )).alias(""reference_id""),
                lit(None).alias(""code_id""),
                lit(""Plan Term Reason"").alias(""code_type""),
                col(""u3ins_tb_df__cd"").alias(""code_value""),
                col(""u3ins_tb_df__txt"").alias(""code_description"")            
            )
            ), asc=False
        )

loc_tab_cd_variable
sort_array(
        collect_list(
            struct(
                md5(
                concat(
                    coalesce(col(""address1_df__dr_id""),lit('NA')),
                    coalesce(col(""address1_df__sch_type""),lit('NA')),
                    coalesce(col(""address1_df__addr""),lit('NA')),
                    coalesce(col(""address1_df__addr2""),lit('NA')),
                    coalesce(col(""address1_df__city""),lit('NA')),
                    coalesce(col(""address1_df__state""),lit('NA')),
                    coalesce(col(""address1_df__zip""),lit('NA')),
                    coalesce(col(""address1_df__link""),lit('NA'))
                )).alias(""reference_id""),
                lit(None).alias(""code_id""),
                lit(""Location"").alias(""code_type""),
                col(""loc_tab_df__cd"").alias(""code_value""),
                col(""loc_tab_df__txt"").alias(""code_description"")
            )
        ), asc = False
    )

educ_tab_cd_variable
sort_array(
            collect_list(
                struct(
                        lit(None).alias(""reference_id""),
                        lit(None).alias(""code_id""),
                        lit(""Education"").alias(""code_type""),
                        col(""educ_tab_df__cd"").alias(""code_value""),
                        col(""educ_tab_df__txt"").alias(""code_description"")
                     )
            ), asc=False
        )

dr_expert_expertise_variable
sort_array(
        collect_list(
        struct(
                lit(None).alias(""reference_id""),
                lit(None).alias(""code_id""),
                lit(""Expertise"").alias(""code_type""),
                col(""dr_expert_df__expertise"").alias(""code_value""),
                col(""exp_tab_df__txt"").alias(""code_description"")
            )
            ), asc=False
        )

drname_pract_variable
sort_array(
        collect_list(
        struct(
                lit(None).alias(""reference_id""),
                lit(None).alias(""code_id""),
                lit(""Practice Code"").alias(""code_type""),
                col(""drname_df__pract_cd1"").cast(StringType()).alias(""code_value""),
                col(""par_tab_df__txt"").alias(""code_description"")
            )
            ), asc=False
        )
",variable_fields,"reference_id
code_id
code_type
code_value
code_description"
"provider_sta_tab ,",,,source_extension_record_id,"reference_id
source_table_name
abacus_record_id"
,,,original_source_value,
,,"lit(""HERO"")",source_name,
"provider_drname,
",dr_id,,source_id,
,,,source_authoritative_ind,
,,,source_timestamp,
"provider_drname,
",abacus_source_file,,source_file_name,
"provider_drname,
provider_stfstatu",,"VISA
 sort_array(
        collect_list(
     struct(
            lit(None).alias(""reference_id""),
            lit(""Visa"").alias(""identifier_type""),
            col(""drname_df__visa"").alias(""identifier""),
            lit(""DrName"").alias(""identifier_source""),
            lit(None).alias(""eff_date""),            col(""drname_df__expdate"").cast(StringType()).alias(""exp_date"")            
        ),
   ))

UPIN
sort_array(
